id,word_representation,outwear,top,trousers,women dresses,women skirts
2041,w195317 w102200 w381413 w186076 w390515 w286461 w63426 w286297 w241910 w217871 w34893 w93366 w45765 w93366 w87179 w347032 w89538 w186232 w144539 w50316 w33992,0,1,1,0,0
5299,w225739 w194870 w175602 w118125 w120979 w382662 w8992 w173257 w15393 w217871 w230409 w500012 w186457 w155034 w236731 w204762 w150363 w159776 w115724 w236919 w15393,1,1,0,0,0
684,w34893 w5797 w374393 w286461 w173430 w263923 w241910 w311583 w197783 w193800 w10271 w333024 w33992 w395855 w243012 w194870 w10271,0,1,1,0,0
3083,w195317 w164832 w381413 w194870 w115114 w286461 w309353 w373517 w392147 w134152 w263923 w241910 w173688 w85858 w295698 w241910,0,0,1,0,0
4181,w282945 w66980 w165326 w289829 w134152 w382662 w333968 w172358 w277040 w282206 w206085 w12685 w256905 w158103 w247655 w270233 w398645 w194870 w119631 w358149 w171593 w22890 w342007 w244632 w217871 w187972 w240587 w221682,1,0,1,0,0
2933,w220579 w270233 w177420 w244717 w382355 w34893 w321998 w333524 w104397 w221983 w311583 w34893 w500456 w8954 w207614 w34893 w257959 w235151 w152575,1,0,0,0,1
4738,w325666 w61795 w342153 w90685 w66980 w254516 w240313 w257531 w111248 w164005 w105918 w255783 w34893 w171137 w221983,0,0,0,0,1
2363,w373517 w37419 w358253 w162965 w286461 w112287 w82818 w332156 w500007 w311583 w247037 w295346 w314686,0,0,1,0,0
326,w105773 w209663 w262522 w116919 w221983 w76913 w311583 w293859 w217871 w368487 w225739 w261532 w314686 w311583 w115915 w114635,0,0,1,0,1
4589,w115549 w213509 w500021 w311583 w68193 w206393 w15393 w217871 w343753 w34893 w382355 w374393 w265585,1,0,0,0,0
1868,w195317 w236352 w151648 w155034 w311583 w34893 w197145 w234517 w115724 w22890 w366139 w314686 w111248 w500057 w161756 w136695 w142266,0,1,1,0,0
3215,w102200 w186076 w306817 w286461 w34893 w39218 w83772 w82660 w221983,0,0,0,0,1
4263,w137669 w34893 w197783 w193800 w305244 w120979 w48576 w311583 w34893 w135431 w279389 w75397 w66980 w358149 w173688 w347760 w386937 w380494 w241910,1,1,1,0,0
2480,w194000 w382355 w111248 w385820 w500005 w70969 w311583 w34893 w500580 w74767 w115724 w63426 w121255 w193800 w71240 w34893 w751 w386149 w20297 w44496 w333024 w138576 w15393,1,0,1,0,0
1345,w373517 w500078 w20297 w360699 w34893 w39218 w91223 w331534 w191798 w500007 w217871 w89538 w204762 w101681 w290136 w139859 w12216 w15393,1,0,1,0,0
157,w142023 w186076 w309049 w373517 w6691 w275199 w374393 w286461 w62861 w500121 w135270 w51947 w111939 w186076 w5713 w195317 w356690 w398645 w286461 w198149 w135431 w288596 w155411 w257531 w48776 w171593 w197783,1,0,1,0,0
4784,w371640 w217871 w360297 w301260 w204762 w150363 w159776 w115724 w236919 w15393 w218713 w225739 w250693 w91672 w84391 w66980 w318673 w334993 w342532 w70856 w354002,1,0,1,0,0
3369,w256553 w286461 w34893 w65018 w156342 w250138 w500004 w209018 w384021 w239430 w333524 w250138,1,0,0,1,0
5948,w318673 w80884 w385278 w34893 w121255 w42500 w186076 w327774 w34893 w261297 w135270 w51947 w138132 w163007 w186076 w39222 w311583 w318673 w87179 w75959 w380494 w241910,1,0,1,0,0
5061,w26335 w255783 w360424 w197783 w47586 w120979 w308610 w86706 w277040 w365489 w66980 w341117 w39218 w48576 w276703 w280823 w101837 w28646 w500056 w111248,0,1,1,0,0
330,w364852 w84933 w152440 w133512 w311583 w26335 w74232 w392167 w270233 w239332 w48576 w239332 w245977 w352434 w236919 w24656 w241910,1,0,1,0,0
875,w180930 w286596 w276473 w69002 w392167 w42169 w311583 w8 w121802 w322219 w136665 w277040 w323852,1,1,0,0,0
2542,w292000 w69057 w500515 w109446 w303170 w205980 w221983 w207614 w255050 w254429 w233042 w311583 w358077 w217871 w500043 w500200 w286596 w50916 w386149,0,0,1,0,1
6790,w237465 w34893 w234583 w113935 w121255 w193800 w75397 w111248 w2372 w69002 w241910 w311583 w247037,1,0,1,0,0
5350,w173317 w207614 w553 w20997 w45374 w241910 w143460 w66980 w392147 w373260 w322219 w245476 w217871 w30555 w296675 w207614 w34893 w113598 w338587 w267311 w186076 w222433 w34893 w341569 w500124 w278211 w15393 w311583 w89538 w121255 w193800 w256755 w331534 w267845 w1867 w120979,1,1,1,0,0
7049,w146650 w107481 w254429 w342153 w66980 w34893 w338587 w398736 w34893 w399365 w500013 w296780 w91715 w176355 w256214 w71240 w311583 w144920 w187552 w87594 w70969,1,0,1,0,0
4912,w142023 w186076 w309049 w373517 w6691 w275199 w374393 w286461 w61358 w165492 w241910 w186076 w5713 w195317 w356690 w186076 w286461 w10836 w162756 w342007,1,0,1,0,0
4012,w195317 w87218 w70995 w286461 w286596 w276473 w92187 w70969 w217871 w66980 w373517 w202485 w10065 w178244 w280823 w241910,0,0,1,0,0
399,w237465 w186076 w306817 w286461 w34893 w39218 w96414 w193306 w360424 w280823 w221983,0,0,0,0,1
2979,w210717 w227401 w66980 w213553 w359330 w135431 w33992 w305137 w8052 w39218 w217871 w320081 w75959 w239430 w255331 w241910,0,1,1,0,0
102,w267098 w75409 w374577 w173688 w399554 w187552 w337551 w121255 w193800 w120979 w217871 w343753 w225739 w382355 w374393 w265585,0,1,1,0,0
5635,w186494 w270233 w223897 w330842 w116919 w261297 w24656 w70856 w221983 w48576 w34893 w29840 w71240 w207614 w34893 w111498 w279389,1,0,0,0,1
4226,w295346 w500005 w70969 w311583 w368918 w42169 w377964 w311583 w8 w322219 w249685 w328311 w294820 w33992,0,1,1,0,0
6369,w195317 w381413 w311583 w34893 w368487 w119716 w380494 w332548 w105773 w238644 w326377 w232128 w395350 w26791 w34893 w189113 w500044 w500231 w267098 w30219 w276473 w12685 w382662 w91406 w302483 w33992,0,1,1,0,0
5181,w173317 w207614 w553 w7718 w373075 w131051 w328501 w1867 w120979 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w30555 w296675 w207614 w34893 w113598 w338587 w267311 w186076 w222433 w341569 w393660 w15393 w311583 w89538 w79536 w376672 w85858 w359866 w12685,1,1,1,0,0
4294,w158353 w166407 w286596 w15393 w162025 w34893 w371640 w391937 w371076 w186076 w84933 w35857 w303336 w123557 w181642 w145577 w162756 w342007,1,0,0,0,0
3299,w373517 w347736 w159941 w162965 w39218 w223408 w276703 w26335 w74232 w392167 w93366 w45765 w93366 w111248 w368487 w180534 w273956 w12685,1,0,1,0,0
5743,w267098 w276473 w133070 w241910 w203093 w162025 w34893 w371640 w391937 w186076 w84933 w35857 w303336 w173688 w347760 w89538 w380494 w500627,0,0,1,0,0
4307,w194870 w61795 w111248 w300261 w184773 w318673 w234583 w113935 w397817 w165492 w197783 w221983 w236725 w66980 w384336 w75397 w250138,0,0,0,1,1
2380,w157401 w229673 w256553 w97300 w34893 w320917 w8992 w69002 w217871 w349500 w1867 w120979 w360424 w261297 w24656 w70856 w221983,0,1,0,0,1
5254,w366000 w500157 w234517 w234517 w358060 w314686 w127064 w203588 w101681 w217871 w343216 w36037 w139689 w24134 w15393 w334392 w365489 w194870 w5328 w311583 w215985,1,0,1,0,0
4882,w342153 w104858 w69002 w163007 w188324 w47586 w70856 w250138 w237465 w256553 w218713 w243012 w194870 w115114 w186457 w107942,1,0,0,1,0
1946,w500049 w239044 w311583 w129473 w500050 w338587 w376233 w181937 w293013 w39082 w250138 w89538 w2372 w349210 w380494 w241910 w153164 w79880,0,0,1,1,0
4987,w207614 w382355 w216543 w47586 w94172 w120979 w155034 w311583 w277040 w333024 w272605 w314686 w207614 w34893 w751 w20297 w267098 w276473 w52100 w116919 w70969,0,1,1,0,0
295,w236352 w186076 w151648 w155034 w311583 w34893 w232715 w91800 w314686 w162756 w206393 w15393,1,0,1,0,0
4373,w247655 w261113 w18470 w337250 w366000 w378735 w500012 w306830 w200253 w136665 w331534 w163007 w66980 w71392 w253067 w380347 w249178 w36882,1,1,0,0,0
1565,w135270 w217871 w198315 w254516 w378972 w101837 w9692 w358149 w333652 w15393 w239332 w56311 w34893 w81629 w345945 w155657 w500458 w50916 w115724 w322396 w50916 w386149,1,1,0,0,0
5234,w373517 w347736 w256905 w66217 w186076 w185000 w162965 w34893 w39082 w382012 w331534 w1867 w120979 w217871 w89538 w186232 w105584 w277040 w33992 w207614 w44158 w223408 w7678 w191644 w58822,1,1,0,0,0
663,w373517 w347736 w256905 w186076 w185000 w162965 w34893 w197783 w39082 w118355 w500299 w332345 w89538 w123032 w382662 w15393 w207614 w44158 w500788 w197783 w193800 w171593 w1867 w120979,0,1,1,0,0
2938,w34893 w331534 w197783 w193800 w333024 w120979 w7718 w147936 w194870 w164005 w241910 w282225 w115114 w130532,0,1,1,0,0
3392,w318673 w6645 w135431 w288596 w328097 w13046 w15393 w125056 w28453 w225739 w253354 w311583 w172717 w255783 w173688 w85858 w68021 w12685,1,0,1,0,0
225,w256897 w500001 w128292 w253354 w102910 w374393 w20297 w261113 w322224 w26335 w74232 w392167 w217871 w261297 w280823 w249337 w250138,1,0,0,1,0
5320,w500042 w358562 w81698 w194870 w221366 w66980 w34893 w169896 w188324 w221983 w324593 w277040 w286596 w322224 w392167,1,0,0,0,1
5437,w261113 w366000 w312941 w27432 w380881 w217871 w230090 w36851 w500357 w33587 w217871 w276703 w392167 w311583 w162756 w333024 w334392 w365489 w5328 w311583 w383674 w215985,1,0,0,0,0
2604,w107481 w254429 w342153 w66980 w34893 w338587 w146650 w398736 w34893 w223059 w347461 w50316 w500039 w376233 w250138 w311583 w111248 w200253 w397626 w361596 w62255 w217871 w66570 w118125 w120979,0,1,0,1,0
3673,w210717 w371473 w227401 w66980 w181937 w103718 w47586 w70856 w250138 w223408 w305137 w8052 w217871 w8992 w320081 w368487 w84309 w170986 w314686,0,0,1,1,0
1296,w195317 w205904 w321998 w500052 w158353 w286461 w349210 w154850 w380347 w241910 w360424 w204762 w150363 w381605 w264611 w209018 w177163 w342007,1,0,1,0,0
5699,w256553 w182887 w369717 w50316 w33992 w186076 w240587 w334524 w207614 w194638 w553 w75397 w240587 w148781,1,1,0,0,0
2655,w194870 w83749 w37419 w218713 w286461 w500004 w256214 w384021 w388086 w267864 w75397 w173688 w85858 w165492 w273956 w119716 w314686,1,0,1,0,0
78,w194870 w94172 w225739 w254516 w382662 w309335 w289496 w230612 w256086 w254429 w306830 w346100 w225739 w194870 w289829 w373432 w94172 w363911 w376672 w500007,0,0,1,0,0
6984,w318673 w26335 w399113 w251263 w100269 w33992 w125056 w28453 w225739 w318673 w311583 w7718 w500332 w171593 w218049 w294820 w33992,0,1,0,0,0
3056,w50127 w217871 w163419 w374012 w93366 w217871 w368918 w19283 w236731 w186076 w194870 w149925 w339655 w374393 w34893 w202951 w395130 w165609 w91800 w500013 w361596 w236919 w314686,0,0,1,0,0
6482,w194870 w122953 w256905 w207614 w34893 w56481 w37419 w218713 w286461 w34893 w111248 w81482 w364496 w69002 w197783 w193800 w120979 w253354 w311583 w500025 w214801 w193067 w186076 w42634 w66980 w194870,0,1,1,0,0
4639,w195317 w157577 w194870 w20160 w374393 w194870 w247655 w195317 w146990 w90685 w286461 w189406 w396039 w289496 w204762 w150363 w360297 w342007 w355829 w311583 w34893 w10065 w204762 w150363 w159776 w115724 w236919 w33992,1,0,0,0,0
5762,w194870 w61795 w111248 w300261 w184773 w318673 w234583 w113935 w277040 w365489 w276473 w217871 w188324 w250138 w6645 w241910 w311583 w40617 w109047,0,0,1,1,0
2566,w254516 w180757 w359330 w115724 w336335 w342007 w207614 w255050 w254429 w233042 w311583 w358077 w386524 w500043 w141635 w197783 w193800 w54702 w120979,1,1,0,0,0
3046,w256553 w182887 w204762 w123557 w500272 w25638 w342007 w186076 w240587 w334524 w217871 w500253 w268661 w294820 w33992 w186076 w148781,1,1,0,0,0
4572,w173317 w39222 w207614 w338587 w91800 w314686 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w30555 w296675 w207614 w34893 w113598 w338587 w186076 w222433 w34893 w341569 w500238 w304300 w15393 w34893 w89538 w395130 w165609 w228248 w70969,1,0,1,0,0
4656,w279522 w352852 w277627 w77842 w293558 w53573 w253354 w281031 w225739 w194870 w371196 w182664 w335583 w218713 w286461 w204762 w101681 w500316 w305202 w296780 w33841 w36882 w91800 w314686,0,1,1,0,0
6453,w256553 w286461 w39218 w204762 w150363 w381605 w264611 w209018 w1867 w120979 w66980 w13069 w42169 w251935 w185379 w34893 w111248 w122789 w69002 w71240,1,1,0,0,0
5734,w142023 w186076 w309049 w373517 w6691 w275199 w374393 w286461 w358596 w88895 w342007 w186076 w5713 w195317 w186076 w398645 w286461 w92202 w32366 w553 w75397,1,0,0,0,0
6750,w119784 w194870 w125704 w31180 w131051 w126729 w269012 w90685 w195317 w53573 w253354 w186076 w41128 w373517 w294269 w78494 w174897 w240625 w34893 w27013 w54702 w380494 w241910 w105773 w194870 w279541 w261801 w311583 w373517 w314861 w7718 w49235 w214801 w171593 w193067,0,0,1,0,0
3497,w186457 w373517 w294269 w209913 w24292 w66980 w195317 w127737 w34893 w111248 w138132 w163007 w311583 w120502 w217871 w392147 w500185 w295346 w276473 w314686,1,0,1,0,0
2433,w386891 w391558 w500002 w374574 w34893 w286083 w8992 w24134 w206393 w15393 w105773 w194870 w12216 w217871 w34893 w87179 w298077 w34234 w256214 w384021 w33992,1,1,0,0,0
4231,w373517 w500078 w20297 w34893 w39218 w267089 w241910 w217871 w320917 w317814 w359330 w115724 w91800 w314686,0,0,1,0,0
2906,w225739 w194870 w335611 w240417 w336335 w138576 w71240 w217871 w7718 w500260 w254960 w311859 w230409 w500012 w186457 w155034 w236731 w378209 w333968 w97882 w286596 w119716 w12685,1,1,1,0,0
1692,w256897 w500001 w128292 w253354 w254516 w102910 w374393 w20297 w261113 w126056 w351537 w78478 w376233 w250138 w217871 w261297 w500039 w376233 w250138,0,0,0,1,0
3870,w371640 w217871 w360297 w301260 w204762 w150363 w236919 w15393 w218713 w225739 w250693 w91672 w84391 w66980 w318673 w290970 w222226 w87594 w221983,1,0,0,0,1
4202,w241163 w218210 w295366 w21643 w34893 w337134 w134152 w333985 w85858 w376233 w250138 w311583 w144920 w172251 w105773 w194870 w253067 w198182 w364496 w197783 w47586 w120979,0,1,0,1,0
3409,w373517 w294269 w209913 w24292 w66980 w224831 w195317 w127737 w34893 w111248 w234907 w334750 w241910 w312941 w121255 w193800 w76084 w71240,1,0,1,0,0
5664,w335875 w347032 w120979 w48576 w305137 w182664 w384857 w47586 w235668 w240587 w305925 w207614 w386149 w20894 w286596 w92187 w70969,0,1,1,0,0
444,w194870 w83749 w256553 w37419 w218713 w277040 w221983 w311583 w234583 w211486 w286596 w295346 w12685,0,0,1,0,1
3781,w218210 w295366 w21643 w34893 w337134 w134152 w181937 w500434 w69002 w250138 w311583 w500061 w322219 w144920 w172251 w105773 w253067 w126056 w351537 w78478 w376233 w250138,0,0,0,1,0
5298,w133277 w361433 w90685 w7718 w171593 w357992 w36882 w338587 w197783 w314686 w129605 w228759 w99802,0,1,1,0,0
287,w155918 w270091 w84391 w105773 w285847 w66980 w84933 w500032 w127737 w194870 w500033 w81482 w111709 w338587 w185790 w342007 w230409 w282136 w105773 w194130 w309486 w63426 w261297 w338587 w380494 w241910,1,0,1,0,0
2829,w195317 w157577 w194870 w20160 w374393 w194870 w178656 w247655 w195317 w146990 w90685 w286461 w189406 w289496 w122531 w111248 w68021 w368487 w12685 w253354 w311583 w34893 w10065 w63723 w241910,0,0,1,0,0
194,w195317 w356690 w186076 w185000 w194870 w156065 w383444 w115724 w71240 w253354 w126631 w177163 w70969,1,0,1,0,0
4750,w119784 w194870 w125704 w31180 w131051 w126729 w269012 w90685 w195317 w53573 w253354 w186076 w41128 w373517 w294269 w78494 w238644 w174897 w240625 w189113 w165609 w500064 w267098 w276473 w12685 w105773 w194870 w279541 w261801 w253067 w311583 w314861 w286596 w322224 w15393,1,0,1,0,0
2744,w146650 w107481 w254429 w342153 w66980 w34893 w338587 w398736 w34893 w359330 w109468 w500183 w15393 w34893 w112319 w165609 w317619 w247699 w109047,1,0,1,0,0
7001,w247655 w270233 w241392 w158353 w500001 w708 w93240 w362316 w47586 w500037 w60883 w250138 w121255 w193800 w75397,1,0,0,1,0
667,w186648 w248538 w120979 w250138 w197783 w47586 w376233 w70856 w250138 w194427 w311215 w5348 w42169 w256897 w270233 w33502 w269165 w82341 w370005 w66217,0,0,0,1,0
338,w237465 w125056 w217871 w230090 w286461 w34893 w89538 w7718 w277002 w241910 w311583 w34893 w261297 w380494 w54702 w241910,0,0,1,0,0
3749,w373517 w347736 w256905 w66217 w186076 w185000 w162965 w34893 w39082 w204762 w500153 w391856 w36882 w89538 w200601 w74767 w286596 w70969 w207614 w373517 w331534 w347032 w126631 w162107 w241910,0,1,1,0,0
2164,w369717 w50316 w33992 w254429 w19283 w302297 w207614 w16587 w113361 w148471 w111939,1,1,0,0,0
5070,w135270 w217871 w198315 w261297 w24656 w70856 w221983 w20297 w239332 w56311 w81629 w345945 w155657 w142806 w65018 w22890 w118125 w120979,0,1,0,0,1
3636,w182664 w317736 w33852 w319562 w241910 w143460 w66980 w373517 w500070 w217871 w195317 w95358 w186076 w39222 w186076 w185000 w372126 w19054 w353445 w385681 w70969,0,0,1,0,0
4149,w41024 w237465 w95569 w174897 w103096 w237465 w256553 w34504 w186076 w151648 w194870 w290970 w111248 w369717 w50316 w60883 w250138 w217871 w34893 w300670 w156065 w267098 w276473 w320917 w69002 w120979,0,1,0,1,0
5600,w135216 w141635 w63751 w98699 w380494 w280823 w221983 w301033 w194870 w20160 w374393 w223736 w237465 w302460 w186076 w151648 w378209 w500013 w135431 w39138 w193067 w186076 w194870 w86534,0,0,1,0,1
4083,w237465 w256553 w37419 w218713 w286461 w34893 w197783 w136738 w150363 w500051 w185790 w342007 w253354 w311583 w500285 w36882,1,1,0,0,0
293,w146650 w107481 w254429 w342153 w66980 w34893 w338587 w398736 w34893 w380347 w115724 w288320 w151045 w116057 w311583 w204762 w150363 w381605 w264611 w209018 w177163 w342007,1,0,0,0,0
6868,w151648 w34893 w261297 w136665 w276577 w94172 w120979 w98086 w197783 w193800 w10271 w333024 w33992 w217871 w296767 w384530 w185379 w84933 w155411 w29880 w500001 w148650 w311583 w204540 w61795 w119162,0,1,0,0,0
2739,w373517 w347736 w159941 w162965 w39218 w223408 w384027 w118355 w54702 w322224 w70969 w93366 w45765 w93366 w111248 w173688 w347760 w272693 w12685,0,0,1,0,0
651,w194870 w39947 w164832 w203992 w105773 w194870 w286461 w173688 w85858 w34893 w171137 w280823 w221983 w61358 w29840 w256214 w384021 w1867 w120979,0,1,0,0,1
2460,w195317 w186076 w185000 w194870 w300670 w156065 w500040 w274260 w71240 w311583 w361483 w113959 w338476 w331534 w204762 w101681,1,0,1,0,0
5859,w392222 w200527 w236725 w238507 w99304 w284707 w500007 w239661 w311583 w70440 w48576 w155034 w311583 w265585 w68194 w500073 w241910,0,0,1,0,0
3761,w195317 w127737 w34893 w14631 w263923 w314686 w111248 w261297 w173430 w197783 w193800 w120979 w217871 w141432 w186076 w194870 w331946 w358693 w84184 w70673 w30219 w353445 w119844,0,1,1,0,0
5832,w325666 w256553 w61795 w342153 w90685 w66980 w254516 w240313 w257531 w164005 w105918 w173688 w85858 w188324 w376233 w221983,0,0,0,0,1
2327,w195317 w194130 w34893 w382355 w335611 w240417 w62532 w261297 w374577 w391554 w195317 w239044 w311583 w34893 w73118 w40795 w36882 w204762 w199448 w197783 w230346,0,1,1,0,0
7169,w231505 w155411 w86171 w177163 w33992 w4545 w34893 w374708 w225739 w254516 w187397 w374393 w132739 w286297 w164528 w234583 w285689,1,1,0,0,0
7297,w210717 w371473 w227401 w66980 w90437 w174229 w239430 w280823 w221983 w305137 w8052 w39218 w217871 w320081 w500630 w395130 w165609 w198149 w241910,0,0,1,0,1
7040,w225739 w194870 w99560 w332005 w272605 w256214 w71240 w203093 w162025 w34893 w371640 w371076 w186076 w84933 w35857 w303336 w204762 w150363 w66769 w36882,1,1,0,0,0
5682,w82026 w182664 w384857 w278986 w250138 w192464 w270233 w177420 w151648 w396418 w204121 w331534 w334392 w198528 w70969 w197783 w193800 w1867 w120979,0,1,1,0,0
2885,w254516 w356796 w191555 w82341 w245065 w247655 w270233 w77504 w186076 w382355 w84933 w247466 w15393 w311583 w116057 w209673 w218128 w36882 w204762 w101681,1,1,0,0,0
5896,w385444 w332345 w173688 w399554 w221496 w202359 w165609 w314686 w217871 w343753 w225739 w382355 w374393 w265585,0,0,1,0,0
5386,w194870 w371640 w217871 w360297 w12873 w8992 w80938 w128268 w376233 w218713 w225739 w250693 w91672 w66980 w318673 w290970 w334993 w115549 w213509 w500021 w120979,1,0,0,0,1
1092,w261113 w500157 w216543 w47586 w376233 w70856 w250138 w33587 w343216 w71392 w314919 w376233 w334392 w365489 w194870 w5328 w383674 w215985,0,0,0,1,1
3853,w119784 w194870 w125704 w31180 w131051 w126729 w269012 w90685 w195317 w253354 w186076 w41128 w373517 w294269 w78494 w238644 w174897 w240625 w34893 w85858 w234583 w242257 w241910 w311583 w136665 w73217 w105773 w194870 w261801 w253067 w311583 w373517 w314861 w169083 w240417 w153315 w272605 w36882,0,1,1,0,0
814,w254516 w82660 w193800 w376233 w250138 w50563 w311583 w380347 w22590 w217871 w34893 w322775 w62255 w197783 w193800 w225970 w71958 w70856 w376233 w250138,0,0,0,1,0
3545,w230409 w33852 w109269 w369689 w186076 w217871 w286596 w62255 w7718 w500013 w159545 w15393 w270233 w223897 w19283 w260920 w34893 w81461 w105773 w375163 w71220 w217871 w327774 w90685 w34893 w382355 w374393 w214801 w22890 w115724 w392147 w1867 w120979,1,1,0,0,0
4194,w256553 w37419 w218713 w286461 w34893 w197783 w313133 w138576 w61358 w162756 w500183 w311583 w39218 w182322 w384021 w186648 w70856 w33992,1,1,0,0,0
6011,w83749 w194870 w115114 w66980 w142806 w96683 w15393 w261297 w173688 w85858 w164528 w234583 w241910,0,0,1,0,1
700,w369717 w50316 w376233 w250138 w256905 w71369 w207614 w20434 w35857 w217871 w318036 w197783 w193800 w120979,0,1,0,1,0
4403,w66980 w165326 w305137 w289829 w134152 w200253 w399113 w207476 w375088 w6645 w202665 w86171 w241910 w256905 w158103 w247655 w270233 w398645 w194870 w119631 w358149 w173688 w347760 w27013 w368487 w12685 w244632 w217871 w187972 w240587 w221682,0,0,1,0,0
5398,w318673 w169083 w240417 w177163 w36882 w125056 w28453 w225739 w253354 w311583 w382662 w8992 w292000 w217871 w266655 w1867 w120979,0,1,0,0,0
1959,w195317 w157577 w194870 w20160 w374393 w194870 w247655 w195317 w146990 w90685 w286461 w189406 w396039 w289496 w310549 w342007 w355829 w253354 w311583 w10065 w116919 w500248 w314686,1,0,1,0,0
4155,w50127 w217871 w163419 w374012 w93366 w120502 w368918 w19283 w236731 w186076 w194870 w149925 w339655 w374393 w34893 w115549 w213509 w173688 w85858 w241910 w255000 w286596 w276473 w133005 w85858 w12685,0,0,1,0,0
4026,w195317 w236352 w186076 w151648 w155034 w311583 w172358 w277040 w239430 w33992 w14959 w500235 w225279 w273391 w112319 w165609 w193067,0,1,1,0,0
1815,w318673 w80884 w385278 w34893 w42500 w186076 w327774 w381413 w34893 w278489 w283741 w365489 w15393 w39222 w311583 w318673 w87179 w10065 w7718 w373075 w131051 w386984 w294820 w33992,1,1,0,0,0
6554,w146650 w107481 w254429 w342153 w66980 w34893 w338587 w146650 w34893 w221980 w217871 w230729 w382662 w8992 w181937 w250138 w34893 w178993 w319927 w104397 w221983,0,0,0,1,1
7343,w500042 w358562 w81698 w194870 w221366 w66980 w34893 w399852 w36882 w7718 w247699 w282225 w188064 w236725 w238507 w197783 w193800 w36882,0,1,0,0,0
5797,w237465 w53495 w306061 w372126 w47982 w66980 w189406 w217871 w127234 w111248 w217871 w178493 w62255 w217871 w66570 w118125 w120979 w217871 w98699 w390708 w241910 w103141 w105773 w318673 w45021 w380347,0,1,1,0,0
3530,w218210 w295366 w21643 w34893 w337134 w134152 w181937 w368663 w39138 w145577 w162756 w21232 w311583 w500061 w322219 w144920 w105773 w194870 w253067 w158353 w347032 w380494 w241910,1,0,1,0,0
6582,w194870 w83749 w256553 w37419 w218713 w500790 w165492 w221983 w264679 w102030 w273956 w380494 w241910,0,0,1,0,1
1909,w132739 w366835 w230090 w158353 w380494 w221983 w134152 w116919 w280823 w221983 w311583 w62255 w381413 w333024 w261297 w328153 w234583 w250138,0,0,0,1,1
3675,w29880 w500010 w219120 w194870 w135431 w73118 w267098 w118125 w155034 w254429 w42500 w186076 w97583 w194870 w20297 w311583 w189406 w369089 w382355 w374393 w89000 w380881 w149025 w314686 w500300,0,1,1,0,0
7164,w305957 w254429 w215751 w155034 w287643 w45765 w128292 w359340 w111411 w206428 w286596 w295346 w276473 w123557 w141635 w61795 w250082 w500321 w314686 w341569 w500322 w500278 w239044 w107401 w94486 w320917 w204762 w359330 w296780 w338476 w331534 w197783 w193800 w36882,0,1,1,0,0
7358,w237465 w125056 w217871 w230090 w286461 w34893 w89538 w343216 w239430 w333524 w221983 w34893 w26335 w74232 w85858 w123298,1,0,0,0,1
1281,w162834 w232128 w293558 w119442 w226729 w183524 w94172 w261297 w71240 w34893 w368487 w12685,1,0,1,0,0
500,w237465 w102200 w306817 w286461 w34893 w39218 w181937 w309016 w282140 w193800 w250138 w10065,0,0,0,1,0
5220,w186494 w223897 w330842 w185379 w116919 w172358 w368487 w380494 w241910 w48576 w34893 w187485 w133005 w104397 w376233 w221983 w207614 w34893 w82341 w279389,0,0,1,0,1
2534,w155918 w270091 w84391 w105773 w500031 w285847 w66980 w84933 w500032 w127737 w500033 w204762 w311859 w180377 w115724 w36882 w282136 w314231 w105773 w194130 w309486 w63426 w305244 w94172 w376233 w250138 w311583 w390708,0,1,0,1,0
7025,w364852 w84933 w327517 w311583 w335875 w322396 w270233 w239332 w48576 w239332 w245977 w261297 w336335,1,1,0,0,0
3173,w83749 w282225 w194870 w66980 w8992 w116919 w376233 w221983 w282514 w333024 w198149 w109047,0,0,1,0,1
2975,w373517 w347736 w256905 w66217 w186076 w185000 w162965 w197783 w39082 w53277 w22890 w342007 w217871 w500124 w285412 w111939 w207614 w373517 w386149 w256214 w384021 w1867 w120979,1,1,0,0,0
5561,w378979 w41024 w389319 w186076 w392173 w209663 w262522 w68396 w115724 w278900 w314686 w233042 w337250 w302106 w215985 w29840 w209018 w384021 w1867 w120979,0,1,1,0,0
2897,w383437 w374393 w34893 w87179 w289496 w382662 w12873 w289496 w301497 w22890 w120200 w33992 w290531 w311583 w382662 w111248 w43656 w384021 w123298,1,1,0,0,0
6297,w377964 w34893 w127717 w145798 w213019 w145577 w14299 w109047 w48576 w34893 w1894 w298189 w321998 w1867 w120979 w66980 w358149 w7718 w373782 w70673 w342007,1,1,1,0,0
6013,w158995 w241780 w332305 w127737 w34893 w380881 w104709 w384021 w24656 w376233 w250138 w19617 w186076 w111248 w277040 w12410 w246106 w33992 w105773 w12216,0,1,0,1,0
5660,w50127 w217871 w163419 w374012 w93366 w120502 w217871 w368918 w19283 w236731 w194870 w149925 w339655 w374393 w34893 w92187 w241910 w1001 w162756 w197783 w15393,1,0,1,0,0
4664,w500010 w219120 w279437 w194870 w173971 w247037 w364496 w314686 w155034 w254429 w42500 w186076 w97583 w194870 w20297 w311583 w189406 w371640 w382355 w374393 w127717 w399554 w345594 w59869 w225279 w273391 w109047,0,0,1,0,0
3424,w66980 w358149 w333652 w256214 w36882 w66735 w241910 w143460 w237465 w256553 w218713 w243012 w194870 w115114 w107942,0,1,1,0,0
6446,w237465 w102200 w186076 w306817 w34893 w39218 w136665 w164528 w234583 w388660 w384021 w250138,0,0,0,1,0
